pitch,weather,score_home,score_away,corners_home,corners_away,on_target_home,on_target_away,off_target_home,off_target_away,dang_attacks_home,dang_attacks_away,attacks_home,attacks_away,possession_home,possession_away,target
GOOD,GOOD,0,0,0,0,1,6,0,3,65,81,99,83,54%,46%,False
GOOD,GOOD,0,1,0,0,1,2,0,3,27,45,44,39,54%,46%,True
GOOD,GOOD,0,0,0,0,0,0,6,7,48,52,90,81,53%,47%,True
GOOD,GOOD,0,0,0,0,0,0,3,4,22,27,38,41,49%,51%,True
GOOD,GOOD,1,1,0,0,2,1,3,3,49,41,76,85,44%,56%,False
GOOD,GOOD,2,1,0,0,1,1,1,1,20,15,38,45,47%,53%,False
GOOD,GOOD,0,0,0,0,3,3,3,4,52,55,96,88,54%,46%,False
GOOD,GOOD,1,0,0,0,1,1,1,1,25,23,48,41,57%,43%,True
GOOD,GOOD,0,0,0,0,1,2,5,2,35,42,77,87,47%,53%,False
GOOD,GOOD, flexboxlegacy canvas canvastext webgl no,"touchno-geolocationpostmessageno-websqldatabaseindexeddbhashchangehistorydraganddropwebsocketsrgbahslamultiplebgsbackgroundsizeborderimageborderradiusboxshadowtextshadowopacitycssanimationscsscolumnscssgradientsno-cssreflectionscsstransformscsstransforms3dcsstransitionsfontfacegeneratedcontentvideoaudiolocalstoragesessionstoragewebworkersapplicationcachesvginlinesvgsmilsvgclippaths""lang=""en""style=""""xmlns:wb=""http://open.weibo.com/wb""><head><metaclass=""foundation-mq-small""/><metaclass=""foundation-mq-small-only""/><metaclass=""foundation-mq-medium""/><metaclass=""foundation-mq-medium-only""/><metaclass=""foundation-mq-large""/><metaclass=""foundation-mq-large-only""/><metaclass=""foundation-mq-xlarge""/><metaclass=""foundation-mq-xlarge-only""/><metaclass=""foundation-mq-xxlarge""/><metaclass=""foundation-data-attribute-namespace""/>
<metacharset=""utf-8""/>
<title>LiveScoresofUSMBelAbbesU21vsSKAFKhemisMilianaU21-ScoreBing</title>
<linkhref=""/favicon.ico""rel=""shortcuticon""/>
<metacontent=""livescores,USMBelAbbesU21vsSKAFKhemisMilianaU21""name=""keywords""/><metacontent=""Livescores,attacksandallothereventsofUSMBelAbbesU21vsSKAFKhemisMilianaU21.""name=""description""/><metacontent=""1642520177643251156375""property=""qc:admins""/>
<metacontent=""width=device-width,initial-scale=1.0,maximum-scale=3.0,user-scalable=1""name=""viewport""/>
<metacontent=""LiveScoresofUSMBelAbbesU21vsSKAFKhemisMilianaU21-ScoreBing""property=""og:title""/>
<metacontent=""sport""name=""og:type""/>
<metacontent=""https://www.scorebing.com/assets/images/index/V5indexLogoEn.png""property=""og:image""xmlns:og=""http://opengraphprotocol.org/schema/""/>
<metacontent=""Livescores,attacksandallothereventsofUSMBelAbbesU21vsSKAFKhemisMilianaU21.""property=""og:description""xmlns:og=""http://opengraphprotocol.org/schema/""/>
<metacontent=""ScoreBing""property=""og:site_name""/>
<metacontent=""english""name=""language""/>
<metacontent=""©2022ScoreBing""name=""copyright""/>
<linkhref=""/assets/vendor/font-awesome/css/font-awesome.min.css""rel=""stylesheet""/>
<linkhref=""/assets/css/app.min.css?_=269""rel=""stylesheet""/>
<scriptsrc=""https://partner.googleadservices.com/gampad/cookie.js?domain=www.scorebing.com&amp;callback=_gfp_s_&amp;client=ca-pub-4947910428207445""></script><scriptid=""google_shimpl""src=""https://pagead2.googlesyndication.com/pagead/managed/js/adsense/m202206130101/show_ads_impl_with_ama_fy2019.js?client=pub-4947910428207445&amp;plah=www.scorebing.com&amp;bust=31068038""></script><scriptasync=""""data-callback=""put-your-callback-macro-here""data-target=""""id=""CleverCoreLoader42426""src=""//scripts.cleverwebserver.com/7a0c35c6874df37d89972c5ec84856e3.js""type=""text/javascript""></script><scriptasync=""""src=""https://www.google-analytics.com/analytics.js""></script><scriptsrc=""/assets/vendor/modernizr/modernizr.js""></script>
<scriptsrc=""/assets/js/jquery.min.js""type=""text/javascript""></script>
<scriptsrc=""/assets/js/fav.js?_id=6""type=""text/javascript""></script>
<scriptsrc=""/assets/js/en_signup.js?_id=16""type=""text/javascript""></script>
<scriptsrc=""/assets/js/jquery.validate.min.js""type=""text/javascript""></script>
<script>
varDS_domain_config={
'is_live_domain':0,
'cookie_domain':'.scorebing.com',
'root_domain':'//www.scorebing.com'};
</script>
<scriptsrc=""/assets/js/comment.js?_=31""type=""text/javascript""></script><script>
(
function(i,s,o,g,r,a,m){
i['GoogleAnalyticsObject']=r;i[r]=i[r]||function(){
(i[r].q=i[r].q||[]).push(arguments)},i[r].l=1*newDate();a=s.createElement(o),
m=s.getElementsByTagName(o)[0];a.async=1;a.src=g;m.parentNode.insertBefore(a,m)
}
)(window,document,'script','https://www.google-analytics.com/analytics.js','ga');

ga('create','UA-102413573-1','auto');
ga('send','pageview');
</script>
<script>varis_en=1;</script>
<metacontent=""f295905cd1eff2ed30979a429504cb6b""name=""baidu_ssp_verify""/>
<scriptasync=""""src=""//pagead2.googlesyndication.com/pagead/js/adsbygoogle.js""></script>
<script>
(adsbygoogle=window.adsbygoogle||[]).push({
google_ad_client:""pub-4947910428207445"",
enable_page_level_ads:true
});
</script>
<style></style><styletype=""text/css"">.body-margin{margin-right:12px;}</style><styletype=""text/css"">.body-margin{margin-right:12px;}</style><metaclass=""foundation-mq-topbar""/><metacontent=""AzoawhTRDevLR66Y6MROu167EDncFPBvcKOaQispTo9ouEt5LvcBjnRFqiAByRT+2cDHG1Yj4dXwpLeIhc98/gIAAACFeyJvcmlnaW4iOiJodHRwczovL2RvdWJsZWNsaWNrLm5ldDo0NDMiLCJmZWF0dXJlIjoiUHJpdmFjeVNhbmRib3hBZHNBUElzIiwiZXhwaXJ5IjoxNjYxMjk5MTk5LCJpc1N1YmRvbWFpbiI6dHJ1ZSwiaXNUaGlyZFBhcnR5Ijp0cnVlfQ==""http-equiv=""origin-trial""/><metacontent=""A6+nc62kbJgC46ypOwRsNW6RkDn2x7tgRh0wp7jb3DtFF7oEhu1hhm4rdZHZ6zXvnKZLlYcBlQUImC4d3kKihAcAAACLeyJvcmlnaW4iOiJodHRwczovL2dvb2dsZXN5bmRpY2F0aW9uLmNvbTo0NDMiLCJmZWF0dXJlIjoiUHJpdmFjeVNhbmRib3hBZHNBUElzIiwiZXhwaXJ5IjoxNjYxMjk5MTk5LCJpc1N1YmRvbWFpbiI6dHJ1ZSwiaXNUaGlyZFBhcnR5Ijp0cnVlfQ==""http-equiv=""origin-trial""/><metacontent=""A/9La288e7MDEU2ifusFnMg1C2Ij6uoa/Z/ylwJIXSsWfK37oESIPbxbt4IU86OGqDEPnNVruUiMjfKo65H/CQwAAACLeyJvcmlnaW4iOiJodHRwczovL2dvb2dsZXRhZ3NlcnZpY2VzLmNvbTo0NDMiLCJmZWF0dXJlIjoiUHJpdmFjeVNhbmRib3hBZHNBUElzIiwiZXhwaXJ5IjoxNjYxMjk5MTk5LCJpc1N1YmRvbWFpbiI6dHJ1ZSwiaXNUaGlyZFBhcnR5Ijp0cnVlfQ==""http-equiv=""origin-trial""/><linkas=""script""href=""https://adservice.google.de/adsid/integrator.js?domain=www.scorebing.com""rel=""preload""/><scriptsrc=""https://adservice.google.de/adsid/integrator.js?domain=www.scorebing.com""type=""text/javascript""></script><linkas=""script""href=""https://adservice.google.com/adsid/integrator.js?domain=www.scorebing.com""rel=""preload""/><scriptsrc=""https://adservice.google.com/adsid/integrator.js?domain=www.scorebing.com""type=""text/javascript""></script><scriptsrc=""https://ui.cleverwebserver.com/""type=""text/javascript""></script></head>
<bodyclass=""vEn""><divclass=""clever_42426_pushdown""id=""clever_42426_pushdown""style=""position:relative!important;display:block!important;overflow:hidden!important;box-sizing:unset!important;top:0px!important;transition:margin0msease0s,height0msease0s,opacity0msease0s,padding0msease0s!important;z-index:10!important;text-align:left!important;flex:00auto!important;height:215px;""><divclass=""clever_42426_info_pushdown""id=""clever_42426_info_pushdown""style=""width:150px!important;height:30px!important;color:rgb(255,255,255)!important;padding:0px!important;box-sizing:unset!important;top:5px!important;left:5px!important;font-size:9px!important;position:relative!important;z-index:20!important;text-shadow:rgb(0,0,0)-1px-1px0px,rgb(0,0,0)1px-1px0px,rgb(0,0,0)-1px1px0px,rgb(0,0,0)1px1px0px!important;margin-bottom:-40px!important;font-family:verdana!important;""><ahref=""https://cleveradvertising.com/""style=""color:#fff!important;text-decoration:none!important;height:15px!important""target=""_blank""><imgheight=""15""id=""clever_42426_logoclever""src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABQAAAAUCAYAAACNiR0NAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAA4FpVFh0WE1MOmNvbS5hZG9iZS54bXAAAAAAADw/eHBhY2tldCBiZWdpbj0i77u/IiBpZD0iVzVNME1wQ2VoaUh6cmVTek5UY3prYzlkIj8+IDx4OnhtcG1ldGEgeG1sbnM6eD0iYWRvYmU6bnM6bWV0YS8iIHg6eG1wdGs9IkFkb2JlIFhNUCBDb3JlIDUuNi1jMTQwIDc5LjE2MDQ1MSwgMjAxNy8wNS8wNi0wMTowODoyMSAgICAgICAgIj4gPHJkZjpSREYgeG1sbnM6cmRmPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5LzAyLzIyLXJkZi1zeW50YXgtbnMjIj4gPHJkZjpEZXNjcmlwdGlvbiByZGY6YWJvdXQ9IiIgeG1sbnM6eG1wTU09Imh0dHA6Ly9ucy5hZG9iZS5jb20veGFwLzEuMC9tbS8iIHhtbG5zOnN0UmVmPSJodHRwOi8vbnMuYWRvYmUuY29tL3hhcC8xLjAvc1R5cGUvUmVzb3VyY2VSZWYjIiB4bWxuczp4bXA9Imh0dHA6Ly9ucy5hZG9iZS5jb20veGFwLzEuMC8iIHhtcE1NOk9yaWdpbmFsRG9jdW1lbnRJRD0ieG1wLmRpZDpjMjBmNGNiNi1kMmRmLTQ3ZWItYmQ2NC02MTM2OWY1YTUxNjYiIHhtcE1NOkRvY3VtZW50SUQ9InhtcC5kaWQ6N0IzMEY0N0ExQjExMTFFODlDRUQ5RDgzNzdGOTY0QUYiIHhtcE1NOkluc3RhbmNlSUQ9InhtcC5paWQ6N0IzMEY0NzkxQjExMTFFODlDRUQ5RDgzNzdGOTY0QUYiIHhtcDpDcmVhdG9yVG9vbD0iQWRvYmUgUGhvdG9zaG9wIENDIChNYWNpbnRvc2gpIj4gPHhtcE1NOkRlcml2ZWRGcm9tIHN0UmVmOmluc3RhbmNlSUQ9InhtcC5paWQ6YzIwZjRjYjYtZDJkZi00N2ViLWJkNjQtNjEzNjlmNWE1MTY2IiBzdFJlZjpkb2N1bWVudElEPSJhZG9iZTpkb2NpZDpwaG90b3Nob3A6NzdjMzE1MGItNTlmMy1lMDQzLTkxMzktZTY2MTA4YjIwZGVmIi8+IDwvcmRmOkRlc2NyaXB0aW9uPiA8L3JkZjpSREY+IDwveDp4bXBtZXRhPiA8P3hwYWNrZXQgZW5kPSJyIj8+b2df8AAAAYNJREFUeNqclDFLA0EQhfc2UVFQUKIWIqRQ8CeI2IhdLESwttPCwsLG2tLONkpQiHU6RSWlqD8ghaQRIpIUQUGC6Ek838qcjpPZQ33wwe3MzrvZvd0Loigy0AQYByGw4B1cg7b5VgBmQErEnbrBPaimKZADG+CFGW6Cc1Y0D3Y9hj3gCGwb1yHIRZ0qUy7mJErW2udqWUFFTHgDQ5QbBM8JZvXYx7K2C2IZbjsW6Hkd9Bq/Dr+eWIcZ0BZvPqbcMsiDHXCndDgZ+xixTyUxMaTl8jk1MeeK561ofV+Mu8ASGy/S8eLK/xiJt6dAQ3RwyvJFkWuBfu4hDQ3tE9crsJRrilxB1muGU8qmT4OsEp+V9WnlCNyAS7pmsVZAS8yrgouOaqVDx6rytUMR29JqA/o5SA2AOujzHGR318dAQyasp+AJlBJuxplmlmSonUmuPV/Ct+RYtyArYk0wSsv+U4dOB0qs6DP7TYcZOhrD7kCAR/rR1v5r6DQHRsjwAZSTJn8IMACtOGnRPeYLcAAAAABJRU5ErkJggg==""style=""height:15px!important;float:none!important;width:auto!important;display:inline-block!important;""/></a></div><imgid=""clever_42426_pushdown_img""src=""data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==""style=""width:100%!important;height:100%!important;z-index:15!important;top:0px!important;left:0px!important;cursor:pointer!important;border:mediumnone!important;background-color:transparent!important;box-shadow:none!important;position:relative!important;margin:0px!important;padding:0!important;""/><divid=""clever_42426_pushdown_close""style=""width:120px!important;height:30px!important;line-height:15px!important;z-index:2147483646!important;bottom:50px!important;left:20px!important;cursor:pointer!important;position:relative!important;box-shadow:none!important;box-sizing:unset!important;color:rgb(0,0,0)!important;background:rgba(255,255,255,0.3)nonerepeatscroll0%0%;border:1pxsolidrgb(0,0,0)!important;font-size:11px!important;padding:5px12px!important;font-weight:normal!important;margin:6px12px6px0px!important;text-decoration:none!important;min-width:120px!important;text-align:center!important;font-family:verdana!important;border-radius:15px!important;display:inline-block!important;"">ClosetheAd</div><iframeclass=""clever_42426_push_frame""frameborder=""0""id=""clever_42426_push_frame""name=""clever-core-ads""scrolling=""no""seamless=""seamless""src=""https://sender.clevernt.com/transporter/42426.php?ppuc=1&amp;ppu=0&amp;id=443022&amp;ref=aHR0cHM6Ly93d3cuc2NvcmViaW5nLmNvbS9tYXRjaF9saXZlLzk0NTQ5Ng%3D%3D&amp;ruri=&amp;r=827444166&amp;tok=33419711310201791433&amp;cmpId=&amp;iv=-1&amp;ctr=&amp;sz=600&amp;wn=null&amp;res=1000x600&amp;landing=1&amp;hei=180&amp;ts=1""style=""width:100%!important;height:100%!important;background-color:rgb(255,255,255)!important;top:0px!important;left:0px!important;cursor:pointer!important;border:mediumnone!important;box-sizing:unset!important;z-index:-1!important;position:absolute!important;margin:0pxauto!important;display:block!important;""></iframe></div>
<divclass=""wrapperV2"">
<navclass=""topNavBar""id=""topBar"">
<divclass=""row"">
<divclass=""small-12columns"">
<divclass=""topNavBarInner"">
<dlclass=""sub-navtopNav"">
<dd>
<aclass=""logo""href=""//www.scorebing.com/""style=""padding:14px010px0;""><imgalt=""ScoreBing""src=""/assets/images/index/V5indexLogoEn.png?_=6""style=""height:36px;""/></a>
</dd>
<dd><ahref=""//www.scorebing.com/"">Home</a></dd><dd><ahref=""//lv.scorebing.com"">LiveMatches</a></dd>
<dd><ahref=""//lv.scorebing.com/corner"">Corners</a></dd>
<dd><ahref=""//www.scorebing.com/fixtures"">Fixtures</a></dd>
<dd><ahref=""//www.scorebing.com/data"">Leagues</a></dd>
<dd><ahref=""//www.scorebing.com/teams"">Teams</a></dd>
<dd><ahref=""//www.scorebing.com/app"">APP</a></dd>
<dd><ahref=""//www.scorebing.com/widgets"">Widgets</a></dd></dl>
<divclass=""topBarRight"">
<ul>
<inputid=""root_domain""style=""display:none;""type=""text""value=""//www.scorebing.com""/>
<li><aclass=""loginPopupBt"">Login</a>",0,0,1,0,1,1,15,22,44,54,42%,58%,False
GOOD,GOOD,1,1,0,0,4,3,6,4,89,60,107,88,52%,48%,False
GOOD,GOOD,1,1,0,0,3,1,2,1,51,21,47,47,52%,48%,True
GOOD,GOOD,0,1,0,0,9,5,13,2,115,44,128,96,65%,35%,False
GOOD,GOOD,4,3,0,0,1,1,4,1,55,31,75,59,62%,38%,False
GOOD,GOOD,0,0,0,0,6,2,8,1,78,32,119,103,63%,37%,True
GOOD,GOOD,0,0,0,0,3,1,4,0,37,14,60,51,64%,36%,False
GOOD,GOOD,1,2,0,0,7,2,2,8,68,52,98,85,52%,48%,False
GOOD,GOOD,2,2,0,0,5,2,1,3,33,22,47,44,52%,48%,False
GOOD,GOOD,0,0,0,0,5,2,7,3,61,28,113,94,57%,43%,False
GOOD,GOOD,0,0,0,0,3,0,4,1,30,8,52,41,59%,41%,False
GOOD,GOOD,1,1,0,0,6,4,7,9,81,78,105,111,52%,48%,False
GOOD,GOOD,1,3,0,0,2,1,3,7,30,53,54,65,50%,50%,True
GOOD,GOOD,2,1,0,0,8,3,6,7,78,106,121,129,50%,50%,True
GOOD,GOOD,4,3,0,0,4,1,4,3,48,47,71,61,55%,45%,False
GOOD,GOOD,2,0,0,0,8,4,5,6,66,72,92,129,48%,52%,False
GOOD,GOOD,2,0,0,0,3,1,2,2,28,32,45,60,48%,52%,True
GOOD,GOOD,0,0,0,0,4,3,2,7,49,47,116,108,54%,46%,False
GOOD,GOOD,1,1,0,0,1,1,0,3,19,20,57,50,55%,45%,False
GOOD,GOOD,0,0,0,0,3,2,5,3,110,78,149,130,53%,47%,False
GOOD,GOOD,0,1,0,0,1,0,4,2,50,39,64,63,51%,49%,True
GOOD,GOOD,0,0,0,0,0,3,1,6,31,45,97,91,45%,55%,False
GOOD,GOOD,0,1,0,0,0,0,0,3,11,23,56,46,49%,51%,True
GOOD,GOOD,0,0,0,0,3,2,7,1,57,73,80,95,45%,55%,False
GOOD,GOOD,1,0,0,0,1,0,3,1,30,32,36,44,44%,56%,False
GOOD,GOOD,0,0,0,5,5,4,1,4,52,80,105,106,48%,52%,True
GOOD,GOOD,1,1,0,1,1,0,0,1,17,27,31,40,45%,55%,True
GOOD,GOOD,0,1,0,0,4,4,2,1,54,40,86,69,60%,40%,True
GOOD,GOOD,0,1,0,0,3,4,2,1,24,26,50,44,57%,43%,True
GOOD,GOOD,0,1,0,0,0,3,0,0,74,46,163,125,59%,41%,True
GOOD,GOOD,0,1,0,0,0,2,0,0,29,27,87,74,51%,49%,False
GOOD,GOOD,0,0,0,5,2,1,5,6,56,67,81,90,45%,55%,True
GOOD,GOOD,0,1,0,1,1,0,2,4,22,38,35,49,35%,65%,False
GOOD,GOOD,1,0,0,0,12,3,11,8,136,83,150,112,58%,42%,True
GOOD,GOOD,4,0,0,0,7,0,5,3,80,41,80,61,56%,44%,False
GOOD,GOOD,1,0,0,0,1,6,2,14,38,63,121,141,44%,56%,True
GOOD,GOOD,1,0,0,0,1,4,1,6,25,38,57,83,48%,52%,False
